CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Code,RFM_Total,Segment,FirstPurchaseDate,LastPurchaseDate,UnitsPurchased,ActiveLifespanDays,AverageOrderValue
15281,59,16,8543.57,4,5,5,455,14,Champions,2010-10-08 12:14:00,2011-10-12 09:10:00,5233,369,533.973125
15282,571,1,348.59,1,1,2,112,4,Lost,2010-05-18 16:27:00,2010-05-18 16:27:00,395,0,348.59
15283,391,3,148.33,2,3,1,231,6,At Risk,2010-07-09 15:46:00,2010-11-14 14:54:00,27,128,49.4433333333
15284,501,1,24.75,1,1,1,111,3,Lost,2010-07-27 13:25:00,2010-07-27 13:25:00,5,0,24.75
15285,408,1,94.92,2,1,1,211,4,Hibernating,2010-10-28 09:46:00,2010-10-28 09:46:00,120,0,94.92
15286,50,1,240.55,4,1,1,411,6,Promising,2011-10-21 11:08:00,2011-10-21 11:08:00,55,0,240.55
15287,23,5,856.03,4,4,3,443,11,Loyal Customers,2009-12-02 12:13:00,2011-11-17 15:34:00,1010,715,171.206
15288,44,10,3708.63,4,5,5,455,14,Champions,2010-02-12 15:27:00,2011-10-27 16:58:00,1335,622,370.863
15289,30,5,1593.09,4,4,4,444,12,Champions,2010-03-28 11:45:00,2011-11-10 13:49:00,1627,592,318.618
15290,5,26,10496.28,5,5,5,555,15,Champions,2010-02-24 10:15:00,2011-12-05 11:39:00,6567,649,403.703076923
15291,26,39,13472.76,4,5,5,455,14,Champions,2009-12-03 11:09:00,2011-11-14 11:02:00,4904,711,345.455384615
15292,202,1,180.94,2,1,1,211,4,Hibernating,2011-05-22 15:00:00,2011-05-22 15:00:00,56,0,180.94
15293,666,1,247.5,1,1,1,111,3,Lost,2010-02-12 11:54:00,2010-02-12 11:54:00,178,0,247.5
15294,411,1,233.35,1,1,1,111,3,Lost,2010-10-25 11:45:00,2010-10-25 11:45:00,97,0,233.35
15295,655,1,217.24,1,1,1,111,3,Lost,2010-02-23 13:03:00,2010-02-23 13:03:00,151,0,217.24
15296,51,12,10342.83,4,5,5,455,14,Champions,2010-01-21 13:48:00,2011-10-20 11:47:00,5464,637,861.9025
15297,11,3,641.94,5,3,3,533,11,Potential Loyalists,2011-10-07 09:42:00,2011-11-29 16:32:00,292,53,213.98
15298,3,23,9061.77,5,5,5,555,15,Champions,2009-12-08 17:04:00,2011-12-07 17:17:00,6000,729,393.99
15299,68,9,5556.53,3,5,5,355,13,Loyal Customers,2010-01-12 11:34:00,2011-10-03 14:19:00,3355,629,617.392222222
15300,65,1,496.44,3,1,2,312,6,Need Attention,2011-10-06 17:08:00,2011-10-06 17:08:00,292,0,496.44
15301,51,17,6930.07,4,5,5,455,14,Champions,2010-09-15 15:41:00,2011-10-20 09:57:00,3787,400,407.651176471
15302,731,1,308,1,1,2,112,4,Lost,2009-12-09 13:11:00,2009-12-09 13:11:00,102,0,308
15303,291,3,1224.18,2,3,4,234,9,At Risk,2010-01-25 09:42:00,2011-02-22 13:59:00,514,393,408.06
15304,61,9,796.4,3,5,3,353,11,Loyal Customers,2010-10-14 10:24:00,2011-10-10 10:23:00,112,361,88.4888888889
15305,556,1,93.6,1,1,1,111,3,Lost,2010-06-02 13:50:00,2010-06-02 13:50:00,40,0,93.6
15306,65,9,3484.73,3,5,5,355,13,Loyal Customers,2010-02-18 17:12:00,2011-10-06 12:56:00,3074,595,387.192222222
15307,96,1,205.3,3,1,1,311,5,Need Attention,2011-09-05 11:38:00,2011-09-05 11:38:00,37,0,205.3
15308,275,1,310.47,2,1,2,212,5,Hibernating,2011-03-10 13:08:00,2011-03-10 13:08:00,175,0,310.47
15309,611,4,797.96,1,3,3,133,7,At Risk,2009-12-04 13:01:00,2010-04-08 11:11:00,440,125,199.49
15310,479,1,1634.64,1,1,4,114,6,Lost,2010-08-18 11:38:00,2010-08-18 11:38:00,1476,0,1634.64
15311,1,207,114852.09,5,5,5,555,15,Champions,2009-12-01 11:21:00,2011-12-09 12:00:00,69975,738,554.841014493
15312,76,12,2930.19,3,5,5,355,13,Loyal Customers,2009-12-16 09:23:00,2011-09-25 13:10:00,1693,648,244.1825
15313,111,1,52,3,1,1,311,5,Need Attention,2011-08-21 16:02:00,2011-08-21 16:02:00,25,0,52
15314,200,3,820.45,2,3,3,233,8,At Risk,2010-10-07 15:41:00,2011-05-24 14:39:00,750,229,273.483333333
15315,65,2,570.5,3,2,2,322,7,Need Attention,2011-08-15 15:17:00,2011-10-06 12:51:00,862,52,285.25
15316,327,1,165,2,1,1,211,4,Hibernating,2011-01-17 11:34:00,2011-01-17 11:34:00,100,0,165
15317,678,1,129.75,1,1,1,111,3,Lost,2010-01-31 15:55:00,2010-01-31 15:55:00,45,0,129.75
15318,4,1,312.62,5,1,2,512,8,New Customers,2011-12-06 11:30:00,2011-12-06 11:30:00,642,0,312.62
15319,284,1,204.5,2,1,1,211,4,Hibernating,2011-03-01 12:48:00,2011-03-01 12:48:00,175,0,204.5
15320,45,1,267.13,4,1,1,411,6,Promising,2011-10-26 13:27:00,2011-10-26 13:27:00,326,0,267.13
15321,71,12,6709.73,3,5,5,355,13,Loyal Customers,2010-02-03 09:47:00,2011-09-30 09:40:00,3653,604,559.144166667
15322,86,2,1390.86,3,2,4,324,9,Promising,2010-08-20 13:10:00,2011-09-15 09:34:00,971,391,695.43
15323,563,3,434.6,1,3,2,132,6,At Risk,2010-02-16 09:21:00,2010-05-26 10:01:00,188,99,144.866666667
15324,702,1,140.22,1,1,1,111,3,Lost,2010-01-07 14:37:00,2010-01-07 14:37:00,74,0,140.22
15325,104,8,1602.01,3,4,4,344,11,Loyal Customers,2010-02-16 13:30:00,2011-08-28 11:55:00,1383,558,200.25125
15326,334,5,1700.52,2,4,4,244,10,At Risk,2009-12-01 13:19:00,2011-01-10 11:38:00,1351,405,340.104
15327,53,1,208.75,4,1,1,411,6,Promising,2011-10-18 11:55:00,2011-10-18 11:55:00,116,0,208.75
15328,408,1,107.24,2,1,1,211,4,Hibernating,2010-10-28 09:05:00,2010-10-28 09:05:00,88,0,107.24
15329,40,11,2984.33,4,5,5,455,14,Champions,2009-12-14 12:18:00,2011-10-31 15:36:00,1219,686,271.302727273
15330,33,2,714.96,4,2,3,423,9,Potential Loyalists,2011-10-10 12:30:00,2011-11-07 17:50:00,1312,28,357.48
15331,500,3,767.91,1,3,3,133,7,At Risk,2010-04-09 14:26:00,2010-07-28 09:42:00,701,110,255.97
15332,367,6,4892.68,2,4,5,245,11,At Risk,2010-07-14 13:01:00,2010-12-08 14:43:00,2306,147,815.446666667
15333,209,1,1028.56,2,1,3,213,6,Hibernating,2011-05-15 13:27:00,2011-05-15 13:27:00,344,0,1028.56
15334,157,3,348.72,3,3,2,332,8,Need Attention,2011-06-19 13:51:00,2011-07-06 11:22:00,273,17,116.24
15335,54,1,173.97,4,1,1,411,6,Promising,2011-10-17 12:50:00,2011-10-17 12:50:00,80,0,173.97
15336,402,1,240.5,2,1,1,211,4,Hibernating,2010-11-03 12:39:00,2010-11-03 12:39:00,84,0,240.5
15337,412,1,373.02,1,1,2,112,4,Lost,2010-10-24 15:29:00,2010-10-24 15:29:00,200,0,373.02
15338,678,1,283.43,1,1,1,111,3,Lost,2010-01-31 14:25:00,2010-01-31 14:25:00,150,0,283.43
15339,67,7,1827.84,3,4,4,344,11,Loyal Customers,2010-02-08 13:38:00,2011-10-04 12:51:00,1143,603,261.12
15340,562,1,105.5,1,1,1,111,3,Lost,2010-05-27 10:27:00,2010-05-27 10:27:00,76,0,105.5
15341,81,2,2402.72,3,2,4,324,9,Promising,2010-09-16 16:41:00,2011-09-20 09:40:00,1008,369,1201.36
15342,130,1,406.09,3,1,2,312,6,Need Attention,2011-08-02 10:19:00,2011-08-02 10:19:00,283,0,406.09
15343,88,1,364.5,3,1,2,312,6,Need Attention,2011-09-13 13:55:00,2011-09-13 13:55:00,84,0,364.5
15344,1,3,563.94,5,3,2,532,10,Potential Loyalists,2011-09-26 14:48:00,2011-12-09 10:45:00,116,74,187.98
15345,46,1,393.54,4,1,2,412,7,Promising,2011-10-25 11:28:00,2011-10-25 11:28:00,81,0,393.54
15346,333,3,596.12,2,3,2,232,7,At Risk,2010-10-04 15:11:00,2011-01-11 11:18:00,260,99,198.706666667
15347,367,4,1162,2,3,3,233,8,At Risk,2010-09-28 12:50:00,2010-12-08 15:25:00,542,71,290.5
15348,73,1,158.04,3,1,1,311,5,Need Attention,2011-09-28 13:17:00,2011-09-28 13:17:00,84,0,158.04
15349,159,2,473.81,3,2,2,322,7,Need Attention,2011-06-05 15:46:00,2011-07-04 16:06:00,327,29,236.905
15350,374,2,547.6,2,2,2,222,6,Hibernating,2010-11-21 15:14:00,2010-12-01 13:33:00,272,10,273.8
15351,13,10,3463.62,5,5,5,555,15,Champions,2010-10-03 12:18:00,2011-11-27 12:52:00,1362,420,346.362
15352,549,1,114.95,1,1,1,111,3,Lost,2010-06-09 11:28:00,2010-06-09 11:28:00,43,0,114.95
15353,255,7,2864.3,2,4,4,244,10,At Risk,2009-12-02 11:33:00,2011-03-30 12:15:00,1420,483,409.185714286
15355,30,2,277.05,4,2,1,421,7,Potential Loyalists,2011-10-17 15:22:00,2011-11-10 13:44:00,45,24,138.525
15356,32,13,3314.73,4,5,5,455,14,Champions,2010-10-13 13:12:00,2011-11-08 13:11:00,1935,391,254.979230769
15358,5,42,16425.86,5,5,5,555,15,Champions,2009-12-07 12:19:00,2011-12-05 09:04:00,14902,728,391.091904762
15359,663,8,181.35,1,4,1,141,6,At Risk,2010-01-15 11:30:00,2010-02-15 10:47:00,145,31,22.66875
15360,40,1,427.93,4,1,2,412,7,Promising,2011-10-31 09:35:00,2011-10-31 09:35:00,223,0,427.93
15361,362,4,689.07,2,3,3,233,8,At Risk,2010-06-14 13:27:00,2010-12-13 09:52:00,373,182,172.2675
15362,449,2,613.08,1,2,3,123,6,Lost,2009-12-01 09:08:00,2010-09-17 10:37:00,368,290,306.54
15363,373,2,678.11,2,2,3,223,7,Hibernating,2010-08-04 08:41:00,2010-12-02 12:28:00,383,120,339.055
15364,96,2,913.19,3,2,3,323,8,Promising,2011-03-30 13:39:00,2011-09-05 09:46:00,493,159,456.595
15365,26,13,4557.13,4,5,5,455,14,Champions,2010-02-04 16:43:00,2011-11-14 08:29:00,2131,648,350.548461538
15366,76,7,2389.08,3,4,4,344,11,Loyal Customers,2010-02-26 10:10:00,2011-09-25 15:01:00,2447,576,341.297142857
15367,58,11,5081.33,4,5,5,455,14,Champions,2009-12-10 14:20:00,2011-10-13 14:13:00,2944,672,461.939090909
15368,22,2,722.74,4,2,3,423,9,Potential Loyalists,2010-11-10 15:52:00,2011-11-18 14:42:00,406,373,361.37
15369,493,11,6251.26,1,5,5,155,11,At Risk,2009-12-08 07:43:00,2010-08-04 13:54:00,3288,239,568.296363636
15370,41,8,3739.01,4,4,5,445,13,Champions,2010-10-25 12:08:00,2011-10-30 10:58:00,1397,370,467.37625
15371,663,1,59.4,1,1,1,111,3,Lost,2010-02-15 13:14:00,2010-02-15 13:14:00,12,0,59.4
15372,138,8,6017.06,3,4,5,345,12,Loyal Customers,2010-02-14 11:24:00,2011-07-25 16:39:00,6410,526,752.1325
15373,9,17,3087.09,5,5,5,555,15,Champions,2010-05-02 11:57:00,2011-12-01 15:05:00,727,578,181.593529412
15374,129,2,307.32,3,2,2,322,7,Need Attention,2010-03-25 12:03:00,2011-08-03 09:59:00,290,496,153.66
15375,691,1,60.96,1,1,1,111,3,Lost,2010-01-18 15:38:00,2010-01-18 15:38:00,84,0,60.96
15376,41,3,1233.36,4,3,4,434,11,Potential Loyalists,2011-05-01 13:45:00,2011-10-30 15:04:00,619,182,411.12
15377,383,4,1211.75,2,3,3,233,8,At Risk,2010-10-20 11:42:00,2010-11-22 08:55:00,253,33,302.9375
15378,463,2,246.5,1,2,1,121,4,Lost,2010-07-26 08:47:00,2010-09-03 11:30:00,130,39,123.25
15379,170,8,4877.84,3,4,5,345,12,Loyal Customers,2010-11-04 11:59:00,2011-06-23 13:13:00,3000,231,609.73
15380,9,11,3248.96,5,5,5,555,15,Champions,2009-12-01 13:50:00,2011-12-01 12:13:00,954,730,295.36
15381,214,5,1890.57,2,4,4,244,10,At Risk,2010-05-05 14:35:00,2011-05-10 11:55:00,802,370,378.114
15382,15,12,13733.55,5,5,5,555,15,Champions,2009-12-04 14:13:00,2011-11-25 10:58:00,9178,721,1144.4625
15384,170,4,2027.79,3,3,4,334,10,Promising,2010-04-26 12:38:00,2011-06-23 10:57:00,1767,423,506.9475
15385,41,3,942.08,4,3,3,433,10,Potential Loyalists,2010-01-31 13:02:00,2011-10-30 15:11:00,428,637,314.026666667
15386,187,1,394.14,3,1,2,312,6,Need Attention,2011-06-06 13:47:00,2011-06-06 13:47:00,446,0,394.14
15387,493,1,468.65,1,1,2,112,4,Lost,2010-08-04 16:05:00,2010-08-04 16:05:00,335,0,468.65
15388,271,1,140.54,2,1,1,211,4,Hibernating,2011-03-14 13:53:00,2011-03-14 13:53:00,88,0,140.54
15389,173,5,2733.8,3,4,4,344,11,Loyal Customers,2010-01-27 12:44:00,2011-06-20 16:18:00,3940,509,546.76
15390,397,2,1216.66,2,2,4,224,8,Hibernating,2010-10-26 17:23:00,2010-11-08 15:19:00,894,13,608.33
15391,585,1,289.87,1,1,2,112,4,Lost,2010-05-04 15:04:00,2010-05-04 15:04:00,109,0,289.87
15392,5,7,2911.62,5,4,5,545,14,Champions,2010-10-04 12:50:00,2011-12-05 11:01:00,2144,427,415.945714286
15393,17,5,891.34,5,4,3,543,12,Loyal Customers,2009-12-15 17:56:00,2011-11-23 16:48:00,378,708,178.268
15394,10,11,5286.8,5,5,5,555,15,Champions,2009-12-15 19:05:00,2011-11-30 11:49:00,2372,715,480.618181818
15395,326,1,107.45,2,1,1,211,4,Hibernating,2011-01-18 12:40:00,2011-01-18 12:40:00,17,0,107.45
15396,113,2,796.38,3,2,3,323,8,Promising,2010-05-05 09:04:00,2011-08-19 10:56:00,278,471,398.19
15397,290,1,94,2,1,1,211,4,Hibernating,2011-02-23 09:25:00,2011-02-23 09:25:00,20,0,94
15398,17,2,1345.53,5,2,4,524,11,Potential Loyalists,2011-09-22 14:56:00,2011-11-23 16:47:00,769,62,672.765
15399,2,3,815.77,5,3,3,533,11,Potential Loyalists,2011-09-21 15:57:00,2011-12-08 13:04:00,611,78,271.923333333
15400,93,8,1302.3,3,4,4,344,11,Loyal Customers,2010-05-28 08:33:00,2011-09-08 13:57:00,662,468,162.7875
15401,453,2,216.95,1,2,1,121,4,Lost,2010-05-20 10:56:00,2010-09-13 13:42:00,93,116,108.475
15402,149,6,1830.12,3,4,4,344,11,Loyal Customers,2010-04-27 12:12:00,2011-07-14 12:17:00,2033,443,305.02
15403,492,2,170.88,1,2,1,121,4,Lost,2009-12-09 12:45:00,2010-08-05 12:21:00,492,239,85.44
15404,376,1,257.06,2,1,1,211,4,Hibernating,2010-11-29 11:03:00,2010-11-29 11:03:00,334,0,257.06
15405,190,2,659.84,2,2,3,223,7,Hibernating,2010-05-12 15:56:00,2011-06-03 14:44:00,348,387,329.92
15406,32,4,975.87,4,3,3,433,10,Potential Loyalists,2010-09-12 13:06:00,2011-11-08 13:22:00,547,422,243.9675
15407,34,4,1056.44,4,3,3,433,10,Potential Loyalists,2011-02-07 13:18:00,2011-11-06 11:55:00,558,272,264.11
15408,265,1,267.18,2,1,1,211,4,Hibernating,2011-03-20 15:02:00,2011-03-20 15:02:00,106,0,267.18
15409,722,1,131.25,1,1,1,111,3,Lost,2009-12-18 15:35:00,2009-12-18 15:35:00,59,0,131.25
15410,85,10,4685.72,3,5,5,355,13,Loyal Customers,2010-04-19 08:57:00,2011-09-16 14:47:00,1902,515,468.572
15411,27,4,1358.88,4,3,4,434,11,Potential Loyalists,2011-06-10 12:30:00,2011-11-13 15:19:00,530,156,339.72
15412,172,1,190.53,3,1,1,311,5,Need Attention,2011-06-21 15:24:00,2011-06-21 15:24:00,108,0,190.53
15413,692,5,6798.72,1,4,5,145,10,At Risk,2009-12-01 10:18:00,2010-01-17 11:33:00,2694,47,1359.744
15414,10,3,774.9,5,3,3,533,11,Potential Loyalists,2011-04-11 13:45:00,2011-11-30 09:50:00,443,233,258.3
15415,314,1,572.81,2,1,2,212,5,Hibernating,2011-01-30 14:13:00,2011-01-30 14:13:00,575,0,572.81
15416,65,7,4572.82,3,4,5,345,12,Loyal Customers,2010-02-01 11:55:00,2011-10-06 09:38:00,2420,612,653.26
15417,86,1,508.8,3,1,2,312,6,Need Attention,2011-09-15 15:26:00,2011-09-15 15:26:00,284,0,508.8
15418,426,2,452.32,1,2,2,122,5,Lost,2010-05-02 11:31:00,2010-10-10 13:38:00,266,161,226.16
15419,25,1,135.86,4,1,1,411,6,Promising,2011-11-15 09:23:00,2011-11-15 09:23:00,230,0,135.86
15420,435,6,743,1,4,3,143,8,At Risk,2009-12-05 13:29:00,2010-10-01 15:46:00,844,300,123.833333333
15421,59,10,3805.34,4,5,5,455,14,Champions,2009-12-07 15:10:00,2011-10-12 09:20:00,1927,674,380.534
15422,324,7,1619.97,2,4,4,244,10,At Risk,2010-02-07 11:52:00,2011-01-20 16:17:00,710,347,231.424285714
15423,39,3,266.89,4,3,1,431,8,Potential Loyalists,2010-03-28 13:42:00,2011-11-01 14:01:00,198,583,88.9633333333
15424,255,3,597.78,2,3,2,232,7,At Risk,2010-09-02 17:17:00,2011-03-30 13:02:00,873,209,199.26
15425,401,4,1944.57,2,3,4,234,9,At Risk,2010-02-14 12:36:00,2010-11-04 18:13:00,1042,263,486.1425
15426,20,9,2203.97,5,5,4,554,14,Champions,2010-05-02 15:10:00,2011-11-20 15:36:00,1061,567,244.885555556
15427,34,3,1483.14,4,3,4,434,11,Potential Loyalists,2011-10-23 14:47:00,2011-11-06 14:29:00,1013,14,494.38
15428,16,4,762.75,5,3,3,533,11,Potential Loyalists,2009-12-17 17:46:00,2011-11-24 16:54:00,347,707,190.6875
15429,27,2,397.35,4,2,2,422,8,Potential Loyalists,2011-09-25 13:42:00,2011-11-13 12:28:00,380,49,198.675
15430,468,2,954.75,1,2,3,123,6,Lost,2010-06-29 15:04:00,2010-08-29 10:42:00,309,61,477.375
15431,503,1,153.24,1,1,1,111,3,Lost,2010-07-25 12:44:00,2010-07-25 12:44:00,84,0,153.24
15432,24,2,320.76,4,2,2,422,8,Potential Loyalists,2010-06-16 14:34:00,2011-11-16 16:30:00,92,518,160.38
15433,214,2,533.3,2,2,2,222,6,Hibernating,2011-03-17 14:12:00,2011-05-10 10:45:00,534,54,266.65
15434,9,11,2567.06,5,5,4,554,14,Champions,2010-01-24 15:35:00,2011-12-01 13:33:00,1423,676,233.369090909
15435,23,1,149.29,4,1,1,411,6,Promising,2011-11-17 16:39:00,2011-11-17 16:39:00,54,0,149.29
15436,13,3,1122.53,5,3,3,533,11,Potential Loyalists,2011-04-19 16:52:00,2011-11-27 16:05:00,613,222,374.176666667
15437,263,2,393.45,2,2,2,222,6,Hibernating,2010-03-09 10:45:00,2011-03-22 13:11:00,177,378,196.725
15438,132,1,156.58,3,1,1,311,5,Need Attention,2011-07-31 14:19:00,2011-07-31 14:19:00,59,0,156.58
15439,405,4,1269.05,2,3,4,234,9,At Risk,2010-02-24 12:05:00,2010-10-31 10:38:00,572,249,317.2625
15440,55,3,383.68,4,3,2,432,9,Potential Loyalists,2011-05-15 11:30:00,2011-10-16 12:16:00,197,154,127.893333333
15441,397,3,1254.21,2,3,4,234,9,At Risk,2009-12-09 14:55:00,2010-11-08 15:50:00,587,334,418.07
15442,249,1,594,2,1,2,212,5,Hibernating,2011-04-05 12:24:00,2011-04-05 12:24:00,120,0,594
15443,2,14,5175.93,5,5,5,555,15,Champions,2010-03-07 12:10:00,2011-12-08 10:40:00,2735,641,369.709285714
15444,10,2,1418.26,5,2,4,524,11,Potential Loyalists,2011-10-30 16:12:00,2011-11-30 17:37:00,764,31,709.13
15445,265,2,284.5,2,2,1,221,5,Hibernating,2010-04-28 15:00:00,2011-03-20 15:06:00,118,326,142.25
15446,377,3,403.95,2,3,2,232,7,At Risk,2009-12-13 13:53:00,2010-11-28 11:59:00,264,350,134.65
15447,331,5,492.88,2,4,2,242,8,At Risk,2010-03-24 14:40:00,2011-01-13 11:26:00,228,295,98.576
15448,313,2,788.81,2,2,3,223,7,Hibernating,2010-02-03 13:29:00,2011-01-31 10:42:00,487,362,394.405
15449,27,3,974.52,4,3,3,433,10,Potential Loyalists,2011-03-23 10:43:00,2011-11-13 15:02:00,812,235,324.84
15450,31,1,429.84,4,1,2,412,7,Promising,2011-11-09 17:11:00,2011-11-09 17:11:00,376,0,429.84
15451,435,2,233.21,1,2,1,121,4,Lost,2010-04-19 14:08:00,2010-10-01 13:40:00,79,165,116.605
15452,30,6,1799.11,4,4,4,444,12,Champions,2010-07-16 14:23:00,2011-11-10 12:13:00,1091,482,299.851666667
15453,2,7,1388.37,5,4,4,544,13,Champions,2011-06-05 12:37:00,2011-12-08 10:59:00,845,186,198.338571429
15454,363,2,305.59,2,2,2,222,6,Hibernating,2010-03-31 13:15:00,2010-12-12 14:21:00,143,256,152.795
15455,598,1,38.25,1,1,1,111,3,Lost,2010-04-21 12:43:00,2010-04-21 12:43:00,3,0,38.25
15456,284,10,2119.27,2,5,4,254,11,At Risk,2009-12-08 12:54:00,2011-03-01 13:51:00,2826,448,211.927
15457,263,1,237.07,2,1,1,211,4,Hibernating,2011-03-22 15:31:00,2011-03-22 15:31:00,132,0,237.07
15458,26,2,370.44,4,2,2,422,8,Potential Loyalists,2010-11-02 19:50:00,2011-11-14 13:08:00,300,377,185.22
15459,418,2,202.83,1,2,1,121,4,Lost,2010-07-30 14:31:00,2010-10-18 15:25:00,121,80,101.415
15460,355,1,216.76,2,1,1,211,4,Hibernating,2010-12-20 16:08:00,2010-12-20 16:08:00,109,0,216.76
15461,461,2,429.7,1,2,2,122,5,Lost,2010-03-18 12:40:00,2010-09-05 12:31:00,230,171,214.85
15462,95,4,737.05,3,3,3,333,9,Promising,2010-09-20 10:23:00,2011-09-06 13:11:00,495,351,184.2625
15463,30,1,126.14,4,1,1,411,6,Promising,2011-11-10 12:57:00,2011-11-10 12:57:00,106,0,126.14
15464,339,1,1048.85,2,1,3,213,6,Hibernating,2011-01-05 15:56:00,2011-01-05 15:56:00,350,0,1048.85
15465,20,32,12119.9,5,5,5,555,15,Champions,2009-12-10 09:42:00,2011-11-20 10:11:00,2644,710,378.746875
15466,86,4,1571.01,3,3,4,334,10,Promising,2009-12-03 12:28:00,2011-09-15 14:08:00,944,651,392.7525
15467,10,3,524.88,5,3,2,532,10,Potential Loyalists,2011-07-10 14:42:00,2011-11-30 14:17:00,310,143,174.96
15468,52,3,1430.48,4,3,4,434,11,Potential Loyalists,2010-11-12 09:39:00,2011-10-19 13:49:00,1400,341,476.826666667
15469,51,3,874.25,4,3,3,433,10,Potential Loyalists,2010-09-27 10:09:00,2011-10-20 16:21:00,287,388,291.416666667
15470,576,1,63.42,1,1,1,111,3,Lost,2010-05-13 09:35:00,2010-05-13 09:35:00,232,0,63.42
15471,3,3,1316.56,5,3,4,534,12,Potential Loyalists,2010-06-07 12:17:00,2011-12-07 14:12:00,683,548,438.853333333
15472,114,1,371.56,3,1,2,312,6,Need Attention,2011-08-18 15:17:00,2011-08-18 15:17:00,251,0,371.56
15473,15,8,2046,5,4,4,544,13,Champions,2010-09-21 09:14:00,2011-11-25 15:15:00,776,430,255.75
15474,596,1,163.1,1,1,1,111,3,Lost,2010-04-23 11:14:00,2010-04-23 11:14:00,56,0,163.1
15475,78,1,454.11,3,1,2,312,6,Need Attention,2011-09-23 15:20:00,2011-09-23 15:20:00,319,0,454.11
15476,381,4,2209.98,2,3,4,234,9,At Risk,2010-09-23 14:00:00,2010-11-24 15:17:00,1174,62,552.495
15477,650,1,368.4,1,1,2,112,4,Lost,2010-02-28 10:37:00,2010-02-28 10:37:00,216,0,368.4
15478,41,3,1982.48,4,3,4,434,11,Potential Loyalists,2010-05-13 18:49:00,2011-10-30 14:19:00,854,535,660.826666667
15479,734,1,147.4,1,1,1,111,3,Lost,2009-12-06 15:08:00,2009-12-06 15:08:00,38,0,147.4
15480,117,3,3592.25,3,3,5,335,11,Promising,2010-02-01 14:52:00,2011-08-15 14:32:00,1850,560,1197.41666667
15481,402,1,1993.34,2,1,4,214,7,Hibernating,2010-11-03 14:52:00,2010-11-03 14:52:00,1450,0,1993.34
15482,16,18,14552.56,5,5,5,555,15,Champions,2009-12-02 16:59:00,2011-11-24 10:46:00,6531,722,808.475555556
15483,162,10,855.06,3,5,3,353,11,Loyal Customers,2010-01-24 15:42:00,2011-07-01 13:07:00,910,523,85.506
15484,2,6,4656,5,4,5,545,14,Champions,2009-12-05 15:18:00,2011-12-08 15:03:00,4076,733,776
15485,31,7,4821.42,4,4,5,445,13,Champions,2009-12-01 17:31:00,2011-11-09 14:31:00,2178,708,688.774285714
15486,528,1,102,1,1,1,111,3,Lost,2010-06-30 13:15:00,2010-06-30 13:15:00,40,0,102
15487,680,1,231.32,1,1,1,111,3,Lost,2010-01-29 12:07:00,2010-01-29 12:07:00,144,0,231.32
15488,93,5,431.92,3,4,2,342,9,Loyal Customers,2010-05-05 13:03:00,2011-09-08 10:11:00,251,491,86.384
15489,23,8,2419.61,4,4,4,444,12,Champions,2010-01-15 16:58:00,2011-11-17 08:53:00,1264,671,302.45125
15490,431,1,217.6,1,1,1,111,3,Lost,2010-10-05 13:11:00,2010-10-05 13:11:00,85,0,217.6
15491,96,6,3100.09,3,4,5,345,12,Loyal Customers,2011-04-18 10:04:00,2011-09-05 15:56:00,1646,140,516.681666667
15492,29,2,659.46,4,2,3,423,9,Potential Loyalists,2011-09-26 14:02:00,2011-11-11 14:53:00,483,46,329.73
15493,33,9,4306.49,4,5,5,455,14,Champions,2010-02-23 11:14:00,2011-11-07 12:04:00,1259,622,478.498888889
15494,22,5,3780.05,4,4,5,445,13,Champions,2009-12-10 20:16:00,2011-11-18 14:51:00,3097,708,756.01
15495,380,1,246.5,2,1,1,211,4,Hibernating,2010-11-25 13:46:00,2010-11-25 13:46:00,194,0,246.5
15496,632,1,146.14,1,1,1,111,3,Lost,2010-03-18 13:16:00,2010-03-18 13:16:00,98,0,146.14
15497,18,9,8657.39,5,5,5,555,15,Champions,2009-12-18 15:08:00,2011-11-22 11:51:00,2937,704,961.932222222
15498,3,44,25062.86,5,5,5,555,15,Champions,2009-12-16 17:27:00,2011-12-07 12:48:00,12158,721,569.610454545
15499,724,1,161.6,1,1,1,111,3,Lost,2009-12-16 12:17:00,2009-12-16 12:17:00,60,0,161.6
15500,9,4,1131.56,5,3,3,533,11,Potential Loyalists,2011-09-19 13:47:00,2011-12-01 13:47:00,572,73,282.89
15501,405,2,402.5,2,2,2,222,6,Hibernating,2010-10-20 12:47:00,2010-10-31 11:15:00,206,11,201.25
15502,16,12,9603.12,5,5,5,555,15,Champions,2010-06-03 11:12:00,2011-11-24 12:48:00,5567,539,800.26
15503,363,2,267.15,2,2,1,221,5,Hibernating,2009-12-13 11:34:00,2010-12-12 10:57:00,136,364,133.575
15504,82,4,412.6,3,3,2,332,8,Need Attention,2010-02-12 12:34:00,2011-09-19 13:45:00,145,584,103.15
15505,53,5,3610.96,4,4,5,445,13,Champions,2011-07-07 13:33:00,2011-10-18 07:56:00,2390,103,722.192
15506,23,6,2040.03,4,4,4,444,12,Champions,2010-08-19 12:38:00,2011-11-17 12:11:00,1647,455,340.005
15507,172,1,492.36,3,1,2,312,6,Need Attention,2011-06-21 11:19:00,2011-06-21 11:19:00,162,0,492.36
15508,190,6,1000.27,2,4,3,243,9,At Risk,2011-04-18 15:31:00,2011-06-03 15:43:00,440,46,166.711666667
